-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 
10 4.66781e-18 -3.95305 -5.8122 -6.83006 -7.45741 -7.87928 -8.18153 -8.40847 -8.58503 -8.72627 -8.84178 -8.93797 -9.0193 -9.08892 -9.14916 -9.20178 -9.24809 -9.28915 -9.32576 -9.35857 -9.38813 -9.41485 -9.43909 -9.46116 -9.48128 -9.49969 -9.51655 -9.53201 -9.54621 -9.55925 -9.57123 -9.58224 -9.59235 -9.60163 -9.61012 -9.61788 -9.62495 -9.63137 -9.63718 -9.64239 -9.64704 -9.65114 -9.65472 -9.6578 -9.66038 -9.66247 -9.66409 -9.66525 -9.66594 -9.66616 -9.66594 -9.66525 -9.66409 -9.66247 -9.66038 -9.6578 -9.65472 -9.65114 -9.64704 -9.64239 -9.63718 -9.63137 -9.62495 -9.61788 -9.61012 -9.60163 -9.59235 -9.58224 -9.57123 -9.55925 -9.54621 -9.53201 -9.51655 -9.49969 -9.48128 -9.46116 -9.43909 -9.41485 -9.38813 -9.35857 -9.32576 -9.28915 -9.24809 -9.20178 -9.14916 -9.08892 -9.0193 -8.93797 -8.84178 -8.72627 -8.58503 -8.40847 -8.18153 -7.87928 -7.45741 -6.83006 -5.8122 -3.95305 5.97946e-11 10 
10 3.95305 1.72289e-15 -2.46571 -4.05062 -5.1203 -5.87817 -6.43837 -6.86731 -7.20539 -7.47826 -7.70287 -7.89082 -8.05029 -8.18721 -8.30596 -8.40985 -8.50145 -8.58274 -8.6553 -8.72041 -8.77909 -8.83217 -8.88037 -8.92424 -8.96429 -9.00093 -9.03449 -9.06528 -9.09356 -9.11955 -9.14343 -9.16538 -9.18554 -9.20403 -9.22097 -9.23645 -9.25055 -9.26336 -9.27494 -9.28534 -9.29462 -9.30281 -9.30996 -9.31609 -9.32124 -9.32542 -9.32865 -9.33095 -9.33233 -9.33279 -9.33233 -9.33095 -9.32865 -9.32542 -9.32124 -9.31609 -9.30996 -9.30281 -9.29462 -9.28534 -9.27494 -9.26336 -9.25055 -9.23645 -9.22097 -9.20403 -9.18554 -9.16538 -9.14343 -9.11955 -9.09356 -9.06528 -9.03449 -9.00093 -8.96429 -8.92424 -8.88037 -8.83217 -8.77909 -8.72041 -8.6553 -8.58274 -8.50145 -8.40985 -8.30596 -8.18721 -8.05029 -7.89082 -7.70287 -7.47826 -7.20539 -6.86731 -6.43837 -5.87817 -5.1203 -4.05062 -2.46571 2.40578e-10 3.95305 10 
10 5.8122 2.46571 2.48749e-15 -1.78641 -3.09501 -4.07475 -4.82647 -5.41701 -5.89095 -6.2785 -6.60062 -6.87215 -7.10385 -7.30367 -7.4776 -7.63023 -7.76511 -7.88506 -7.99231 -8.08868 -8.17563 -8.25439 -8.32595 -8.39116 -8.45072 -8.50523 -8.5552 -8.60107 -8.64322 -8.68196 -8.71757 -8.75032 -8.78039 -8.80799 -8.83328 -8.85639 -8.87746 -8.89659 -8.91388 -8.92942 -8.94328 -8.95552 -8.9662 -8.97537 -8.98306 -8.98931 -8.99415 -8.99759 -8.99964 -9.00033 -8.99964 -8.99759 -8.99415 -8.98931 -8.98306 -8.97537 -8.9662 -8.95552 -8.94328 -8.92942 -8.91388 -8.89659 -8.87746 -8.85639 -8.83328 -8.80799 -8.78039 -8.75032 -8.71757 -8.68196 -8.64322 -8.60107 -8.5552 -8.50523 -8.45072 -8.39116 -8.32595 -8.25439 -8.17563 -8.08868 -7.99231 -7.88506 -7.76511 -7.63023 -7.4776 -7.30367 -7.10385 -6.87215 -6.60062 -6.2785 -5.89095 -5.41701 -4.82647 -4.07475 -3.09501 -1.78641 3.98444e-10 2.46571 5.8122 10 
10 6.83006 4.05062 1.78641 2.35557e-15 -1.39859 -2.49934 -3.37573 -4.08332 -4.6629 -5.14418 -5.54896 -5.89331 -6.18928 -6.44603 -6.67056 -6.86834 -7.0437 -7.20007 -7.3402 -7.46636 -7.58038 -7.6838 -7.77789 -7.86372 -7.9422 -8.01408 -8.08002 -8.14059 -8.19627 -8.24748 -8.29459 -8.33791 -8.37772 -8.41427 -8.44775 -8.47837 -8.50629 -8.53165 -8.55458 -8.57518 -8.59356 -8.6098 -8.62396 -8.63612 -8.64633 -8.65462 -8.66104 -8.6656 -8.66833 -8.66924 -8.66833 -8.6656 -8.66104 -8.65462 -8.64633 -8.63612 -8.62396 -8.6098 -8.59356 -8.57518 -8.55458 -8.53165 -8.50629 -8.47837 -8.44775 -8.41427 -8.37772 -8.33791 -8.29459 -8.24748 -8.19627 -8.14059 -8.08002 -8.01408 -7.9422 -7.86372 -7.77789 -7.6838 -7.58038 -7.46636 -7.3402 -7.20007 -7.0437 -6.86834 -6.67056 -6.44603 -6.18928 -5.89331 -5.54896 -5.14418 -4.6629 -4.08332 -3.37573 -2.49934 -1.39859 6.85899e-10 1.78641 4.05062 6.83006 10 
10 7.45741 5.1203 3.09501 1.39859 2.93758e-15 -1.14829 -2.0938 -2.87765 -3.53313 -4.08638 -4.55772 -4.96284 -5.31395 -5.62059 -5.89025 -6.12889 -6.34129 -6.5313 -6.70207 -6.85617 -6.99573 -7.12255 -7.2381 -7.34365 -7.44026 -7.52886 -7.61021 -7.685 -7.7538 -7.81712 -7.8754 -7.92902 -7.97832 -8.02359 -8.0651 -8.10306 -8.13769 -8.16915 -8.19759 -8.22317 -8.24598 -8.26614 -8.28373 -8.29883 -8.31151 -8.32181 -8.32978 -8.33545 -8.33884 -8.33997 -8.33884 -8.33545 -8.32978 -8.32181 -8.31151 -8.29883 -8.28373 -8.26614 -8.24598 -8.22317 -8.19759 -8.16915 -8.13769 -8.10306 -8.0651 -8.02359 -7.97832 -7.92902 -7.8754 -7.81712 -7.7538 -7.685 -7.61021 -7.52886 -7.44026 -7.34365 -7.2381 -7.12255 -6.99573 -6.85617 -6.70207 -6.5313 -6.34129 -6.12889 -5.89025 -5.62059 -5.31395 -4.96284 -4.55772 -4.08638 -3.53313 -2.87765 -2.0938 -1.14829 8.87477e-10 1.39859 3.09501 5.1203 7.45741 10 
10 7.87928 5.87817 4.07475 2.49934 1.14829 3.21836e-15 -0.973542 -1.80036 -2.50558 -3.1105 -3.63268 -4.08638 -4.4831 -4.83213 -5.14096 -5.41569 -5.66127 -5.88179 -6.0806 -6.26051 -6.42384 -6.57255 -6.7083 -6.8325 -6.94635 -7.05088 -7.14697 -7.23539 -7.3168 -7.39179 -7.46086 -7.52445 -7.58294 -7.63669 -7.68599 -7.73109 -7.77225 -7.80965 -7.84349 -7.87391 -7.90106 -7.92505 -7.94599 -7.96397 -7.97906 -7.99133 -8.00082 -8.00757 -8.01161 -8.01296 -8.01161 -8.00757 -8.00082 -7.99133 -7.97906 -7.96397 -7.94599 -7.92505 -7.90106 -7.87391 -7.84349 -7.80965 -7.77225 -7.73109 -7.68599 -7.63669 -7.58294 -7.52445 -7.46086 -7.39179 -7.3168 -7.23539 -7.14697 -7.05088 -6.94635 -6.8325 -6.7083 -6.57255 -6.42384 -6.26051 -6.0806 -5.88179 -5.66127 -5.41569 -5.14096 -4.83213 -4.4831 -4.08638 -3.63268 -3.1105 -2.50558 -1.80036 -0.973542 1.22286e-09 1.14829 2.49934 4.07475 5.87817 7.87928 10 
10 8.18153 6.43837 4.82647 3.37573 2.0938 0.973542 3.30741e-15 -0.844673 -1.57833 -2.21736 -2.77613 -3.2669 -3.69994 -4.08386 -4.42578 -4.73162 -5.00632 -5.25398 -5.47805 -5.68143 -5.86656 -6.03551 -6.19006 -6.33171 -6.46176 -6.58134 -6.69139 -6.79278 -6.88623 -6.97239 -7.0518 -7.12497 -7.19232 -7.25424 -7.31106 -7.36308 -7.41056 -7.45373 -7.49279 -7.52792 -7.55929 -7.58701 -7.61121 -7.63199 -7.64944 -7.66362 -7.6746 -7.68241 -7.68708 -7.68863 -7.68708 -7.68241 -7.6746 -7.66362 -7.64944 -7.63199 -7.61121 -7.58701 -7.55929 -7.52792 -7.49279 -7.45373 -7.41056 -7.36308 -7.31106 -7.25424 -7.19232 -7.12497 -7.0518 -6.97239 -6.88623 -6.79278 -6.69139 -6.58134 -6.46176 -6.33171 -6.19006 -6.03551 -5.86656 -5.68143 -5.47805 -5.25398 -5.00632 -4.73162 -4.42578 -4.08386 -3.69994 -3.2669 -2.77613 -2.21736 -1.57833 -0.844673 1.54987e-09 0.973542 2.0938 3.37573 4.82647 6.43837 8.18153 10 
10 8.40847 6.86731 5.41701 4.08332 2.87765 1.80036 0.844673 3.07324e-15 -0.745704 -1.40449 -1.9876 -2.50513 -2.96592 -3.37759 -3.74667 -4.0787 -4.37839 -4.64976 -4.89619 -5.1206 -5.32545 -5.51289 -5.68472 -5.84252 -5.98765 -6.1213 -6.24449 -6.35812 -6.46297 -6.55972 -6.64899 -6.7313 -6.80713 -6.87688 -6.94094 -6.99961 -7.05318 -7.10191 -7.14603 -7.18571 -7.22115 -7.25249 -7.27985 -7.30335 -7.32309 -7.33913 -7.35154 -7.36038 -7.36566 -7.36742 -7.36566 -7.36038 -7.35154 -7.33913 -7.32309 -7.30335 -7.27985 -7.25249 -7.22115 -7.18571 -7.14603 -7.10191 -7.05318 -6.99961 -6.94094 -6.87688 -6.80713 -6.7313 -6.64899 -6.55972 -6.46297 -6.35812 -6.24449 -6.1213 -5.98765 -5.84252 -5.68472 -5.51289 -5.32545 -5.1206 -4.89619 -4.64976 -4.37839 -4.0787 -3.74667 -3.37759 -2.96592 -2.50513 -1.9876 -1.40449 -0.745704 1.91502e-09 0.844673 1.80036 2.87765 4.08332 5.41701 6.86731 8.40847 10 
10 8.58503 7.20539 5.89095 4.6629 3.53313 2.50558 1.57833 0.745704 2.99503e-15 -0.66728 -1.26463 -1.8001 -2.28101 -2.71392 -3.10461 -3.45812 -3.7788 -4.07046 -4.33636 -4.57931 -4.80178 -5.00586 -5.1934 -5.36599 -5.52503 -5.67173 -5.80715 -5.93223 -6.04779 -6.15454 -6.25313 -6.34412 -6.42801 -6.50524 -6.57619 -6.64123 -6.70064 -6.75472 -6.80368 -6.84776 -6.88712 -6.92194 -6.95235 -6.97848 -7.00042 -7.01826 -7.03207 -7.04189 -7.04777 -7.04973 -7.04777 -7.04189 -7.03207 -7.01826 -7.00042 -6.97848 -6.95235 -6.92194 -6.88712 -6.84776 -6.80368 -6.75472 -6.70064 -6.64123 -6.57619 -6.50524 -6.42801 -6.34412 -6.25313 -6.15454 -6.04779 -5.93223 -5.80715 -5.67173 -5.52503 -5.36599 -5.1934 -5.00586 -4.80178 -4.57931 -4.33636 -4.07046 -3.7788 -3.45812 -3.10461 -2.71392 -2.28101 -1.8001 -1.26463 -0.66728 2.17364e-09 0.745704 1.57833 2.50558 3.53313 4.6629 5.89095 7.20539 8.58503 10 
