10 8.7173 7.46088 6.25381 5.11381 4.0525 3.07584 2.18516 1.37854 0.651889 -7.92894e-16 -0.582817 -1.10225 -1.5637 -1.97212 -2.33196 -2.64712 -2.92099 -3.15647 -3.356 -3.52162 -3.65498 -3.7574 -3.82986 -3.87307 -3.88742 -3.87307 -3.82986 -3.7574 -3.65498 -3.52162 -3.356 -3.15647 -2.92099 -2.64712 -2.33196 -1.97212 -1.5637 -1.10225 -0.582817 5.86675e-10 0.651889 1.37854 2.18516 3.07584 4.0525 5.11381 6.25381 7.46088 8.7173 10 
10 8.82982 7.67956 6.56717 5.50717 4.51 3.58204 2.72614 1.94242 1.22902 0.582817 -8.34233e-16 -0.523536 -0.991894 -1.40899 -1.77846 -2.10357 -2.38722 -2.63194 -2.8399 -3.01293 -3.15253 -3.25989 -3.33594 -3.38132 -3.3964 -3.38132 -3.33594 -3.25989 -3.15253 -3.01293 -2.8399 -2.63194 -2.38722 -2.10357 -1.77846 -1.40899 -0.991894 -0.523536 6.5714e-10 0.582817 1.22902 1.94242 2.72614 3.58204 4.51 5.50717 6.56717 7.67956 8.82982 10 
10 8.92242 7.86038 6.82814 5.83771 4.8983 4.01617 3.19495 2.43599 1.73895 1.10225 0.523536 -8.95217e-16 -0.471348 -0.893499 -1.26932 -1.60147 -1.89237 -2.14417 -2.35873 -2.53767 -2.6823 -2.79371 -2.8727 -2.91986 -2.93555 -2.91986 -2.8727 -2.79371 -2.6823 -2.53767 -2.35873 -2.14417 -1.89237 -1.60147 -1.26932 -0.893499 -0.471348 3.7059e-10 0.523536 1.10225 1.73895 2.43599 3.19495 4.01617 4.8983 5.83771 6.82814 7.86038 8.92242 10 
10 8.99948 8.01138 7.04729 6.11724 5.2293 4.38941 3.60149 2.86764 2.18853 1.5637 0.991894 0.471348 -9.0143e-16 -0.424335 -0.803843 -1.14062 -1.43662 -1.69363 -1.9132 -2.09671 -2.24531 -2.35993 -2.44128 -2.48989 -2.50606 -2.48989 -2.44128 -2.35993 -2.24531 -2.09671 -1.9132 -1.69363 -1.43662 -1.14062 -0.803843 -0.424335 3.72728e-10 0.471348 0.991894 1.5637 2.18853 2.86764 3.60149 4.38941 5.2293 6.11724 7.04729 8.01138 8.99948 10 
10 9.06411 8.13839 7.23241 6.35466 5.51225 4.71069 3.95394 3.24455 2.58384 1.97212 1.40899 0.893499 0.424335 -8.57858e-16 -0.381098 -0.720548 -1.01988 -1.28051 -1.50373 -1.69067 -1.8423 -1.95941 -2.04261 -2.09236 -2.10891 -2.09236 -2.04261 -1.95941 -1.8423 -1.69067 -1.50373 -1.28051 -1.01988 -0.720548 -0.381098 3.66988e-10 0.424335 0.893499 1.40899 1.97212 2.58384 3.24455 3.95394 4.71069 5.51225 6.35466 7.23241 8.13839 9.06411 10 
10 9.11859 8.24566 7.38928 6.55676 5.75435 4.98714 4.25904 3.5728 2.93014 2.33196 1.77846 1.26932 0.803843 0.381098 -7.82246e-16 -0.340595 -0.641832 -0.904809 -1.13054 -1.31995 -1.47381 -1.59279 -1.6774 -1.72802 -1.74487 -1.72802 -1.6774 -1.59279 -1.47381 -1.31995 -1.13054 -0.904809 -0.641832 -0.340595 7.77016e-10 0.381098 0.803843 1.26932 1.77846 2.33196 2.93014 3.5728 4.25904 4.98714 5.75435 6.55676 7.38928 8.24566 9.11859 10 
10 9.16457 8.33637 7.52231 6.72873 5.96123 5.2245 4.52229 3.85745 3.23197 2.64712 2.10357 1.60147 1.14062 0.720548 0.340595 -6.89985e-16 -0.302045 -0.566349 -0.793684 -0.98476 -1.1402 -1.26054 -1.34619 -1.39745 -1.41452 -1.39745 -1.34619 -1.26054 -1.1402 -0.98476 -0.793684 -0.566349 -0.302045 1.06976e-09 0.340595 0.720548 1.14062 1.60147 2.10357 2.64712 3.23197 3.85745 4.52229 5.2245 5.96123 6.72873 7.52231 8.33637 9.16457 10 
10 9.20334 8.41294 7.63484 6.87463 6.13735 5.42734 4.74818 4.10273 3.49316 2.92099 2.38722 1.89237 1.43662 1.01988 0.641832 0.302045 -6.39556e-16 -0.264859 -0.493086 -0.685207 -0.841699 -0.962971 -1.04935 -1.10108 -1.11831 -1.10108 -1.04935 -0.962971 -0.841699 -0.685207 -0.493086 -0.264859 1.38559e-09 0.302045 0.641832 1.01988 1.43662 1.89237 2.38722 2.92099 3.49316 4.10273 4.74818 5.42734 6.13735 6.87463 7.63484 8.41294 9.20334 10 
10 9.23585 8.47722 7.72947 6.99761 6.28621 5.59931 4.94035 4.31214 3.71694 3.15647 2.63194 2.14417 1.69363 1.28051 0.904809 0.566349 0.264859 -5.97028e-16 -0.228593 -0.421284 -0.578418 -0.700297 -0.787168 -0.839215 -0.856551 -0.839215 -0.787168 -0.700297 -0.578418 -0.421284 -0.228593 1.34171e-09 0.264859 0.566349 0.904809 1.28051 1.69363 2.14417 2.63194 3.15647 3.71694 4.31214 4.94035 5.59931 6.28621 6.99761 7.72947 8.47722 9.23585 10 
10 9.26284 8.53063 7.8082 7.10012 6.41058 5.74336 5.10175 4.48854 3.90601 3.356 2.8399 2.35873 1.9132 1.50373 1.13054 0.793684 0.493086 0.228593 -5.5917e-16 -0.192919 -0.350393 -0.47263 -0.559807 -0.612058 -0.629466 -0.612058 -0.559807 -0.47263 -0.350393 -0.192919 1.19897e-09 0.228593 0.493086 0.793684 1.13054 1.50373 1.9132 2.35873 2.8399 3.356 3.90601 4.48854 5.10175 5.74336 6.41058 7.10012 7.8082 8.53063 9.26284 10 
10 9.28487 8.57427 7.8726 7.18408 6.51263 5.8618 5.23476 4.63425 4.06256 3.52162 3.01293 2.53767 2.09671 1.69067 1.31995 0.98476 0.685207 0.421284 0.192919 -5.59062e-16 -0.157604 -0.280023 -0.367374 -0.419746 -0.437196 -0.419746 -0.367374 -0.280023 -0.157604 9.52278e-10 0.192919 0.421284 0.685207 0.98476 1.31995 1.69067 2.09671 2.53767 3.01293 3.52162 4.06256 4.63425 5.23476 5.8618 6.51263 7.18408 7.8726 8.57427 9.28487 10 
10 9.30238 8.60896 7.92384 7.25098 6.59405 5.95646 5.34125 4.75112 4.18838 3.65498 3.15253 2.6823 2.24531 1.8423 1.47381 1.1402 0.841699 0.578418 0.350393 0.157604 -5.94256e-16 -0.122485 -0.209918 -0.262354 -0.279828 -0.262354 -0.209918 -0.122485 4.38095e-10 0.157604 0.350393 0.578418 0.841699 1.1402 1.47381 1.8423 2.24531 2.6823 3.15253 3.65498 4.18838 4.75112 5.34125 5.95646 6.59405 7.25098 7.92384 8.60896 9.30238 10 
10 9.31569 8.63534 7.96284 7.30193 6.65613 6.02872 5.42266 4.8406 4.28486 3.7574 3.25989 2.79371 2.35993 1.95941 1.59279 1.26054 0.962971 0.700297 0.47263 0.280023 0.122485 -6.35703e-16 -0.0874605 -0.139924 -0.157409 -0.139924 -0.0874605 2.09208e-10 0.122485 0.280023 0.47263 0.700297 0.962971 1.26054 1.59279 1.95941 2.35993 2.79371 3.25989 3.7574 4.28486 4.8406 5.42266 6.02872 6.65613 7.30193 7.96284 8.63534 9.31569 10 
10 9.32504 8.65388 7.99025 7.33777 6.69984 6.07964 5.48008 4.90378 4.35304 3.82986 3.33594 2.8727 2.44128 2.04261 1.6774 1.34619 1.04935 0.787168 0.559807 0.367374 0.209918 0.0874605 -6.93409e-16 -0.052471 -0.0699602 -0.052471 -1.70753e-10 0.0874605 0.209918 0.367374 0.559807 0.787168 1.04935 1.34619 1.6774 2.04261 2.44128 2.8727 3.33594 3.82986 4.35304 4.90378 5.48008 6.07964 6.69984 7.33777 7.99025 8.65388 9.32504 10 
10 9.33059 8.66488 8.00653 7.35905 6.7258 6.10991 5.51424 4.94139 4.39366 3.87307 3.38132 2.91986 2.48989 2.09236 1.72802 1.39745 1.10108 0.839215 0.612058 0.419746 0.262354 0.139924 0.052471 -7.6532e-16 -0.0174901 -6.41919e-11 0.052471 0.139924 0.262354 0.419746 0.612058 0.839215 1.10108 1.39745 1.72802 2.09236 2.48989 2.91986 3.38132 3.87307 4.39366 4.94139 5.51424 6.10991 6.7258 7.35905 8.00653 8.66488 9.33059 10 
10 9.33242 8.66853 8.01192 7.36611 6.73442 6.11995 5.52558 4.95388 4.40716 3.88742 3.3964 2.93555 2.50606 2.10891 1.74487 1.41452 1.11831 0.856551 0.629466 0.437196 0.279828 0.157409 0.0699602 0.0174901 -8.48426e-16 0.0174901 0.0699602 0.157409 0.279828 0.437196 0.629466 0.856551 1.11831 1.41452 1.74487 2.10891 2.50606 2.93555 3.3964 3.88742 4.40716 4.95388 5.52558 6.11995 6.73442 7.36611 8.01192 8.66853 9.33242 10 
10 9.33059 8.66488 8.00653 7.35905 6.7258 6.10991 5.51424 4.94139 4.39366 3.87307 3.38132 2.91986 2.48989 2.09236 1.72802 1.39745 1.10108 0.839215 0.612058 0.419746 0.262354 0.139924 0.052471 6.41902e-11 -0.0174901 -9.40426e-16 0.052471 0.139924 0.262354 0.419746 0.612058 0.839215 1.10108 1.39745 1.72802 2.09236 2.48989 2.91986 3.38132 3.87307 4.39366 4.94139 5.51424 6.10991 6.7258 7.35905 8.00653 8.66488 9.33059 10 
10 9.32504 8.65388 7.99025 7.33777 6.69984 6.07964 5.48008 4.90378 4.35304 3.82986 3.33594 2.8727 2.44128 2.04261 1.6774 1.34619 1.04935 0.787168 0.559807 0.367374 0.209918 0.0874605 1.70751e-10 -0.052471 -0.0699602 -0.052471 -1.04033e-15 0.0874605 0.209918 0.367374 0.559807 0.787168 1.04935 1.34619 1.6774 2.04261 2.44128 2.8727 3.33594 3.82986 4.35304 4.90378 5.48008 6.07964 6.69984 7.33777 7.99025 8.65388 9.32504 10 
10 9.31569 8.63534 7.96284 7.30193 6.65613 6.02872 5.42266 4.8406 4.28486 3.7574 3.25989 2.79371 2.35993 1.95941 1.59279 1.26054 0.962971 0.700297 0.47263 0.280023 0.122485 -2.0921e-10 -0.0874605 -0.139924 -0.157409 -0.139924 -0.0874605 -1.13866e-15 0.122485 0.280023 0.47263 0.700297 0.962971 1.26054 1.59279 1.95941 2.35993 2.79371 3.25989 3.7574 4.28486 4.8406 5.42266 6.02872 6.65613 7.30193 7.96284 8.63534 9.31569 10 
10 9.30238 8.60896 7.92384 7.25098 6.59405 5.95646 5.34125 4.75112 4.18838 3.65498 3.15253 2.6823 2.24531 1.8423 1.47381 1.1402 0.841699 0.578418 0.350393 0.157604 -4.38096e-10 -0.122485 -0.209918 -0.262354 -0.279828 -0.262354 -0.209918 -0.122485 -1.25006e-15 0.157604 0.350393 0.578418 0.841699 1.1402 1.47381 1.8423 2.24531 2.6823 3.15253 3.65498 4.18838 4.75112 5.34125 5.95646 6.59405 7.25098 7.92384 8.60896 9.30238 10 
10 9.28487 8.57427 7.8726 7.18408 6.51263 5.8618 5.23476 4.63425 4.06256 3.52162 3.01293 2.53767 2.09671 1.69067 1.31995 0.98476 0.685207 0.421284 0.192919 -9.52279e-10 -0.157604 -0.280023 -0.367374 -0.419746 -0.437196 -0.419746 -0.367374 -0.280023 -0.157604 -1.37664e-15 0.192919 0.421284 0.685207 0.98476 1.31995 1.69067 2.09671 2.53767 3.01293 3.52162 4.06256 4.63425 5.23476 5.8618 6.51263 7.18408 7.8726 8.57427 9.28487 10 
10 9.26284 8.53063 7.8082 7.10012 6.41058 5.74336 5.10175 4.48854 3.90601 3.356 2.8399 2.35873 1.9132 1.50373 1.13054 0.793684 0.493086 0.228593 -1.19898e-09 -0.192919 -0.350393 -0.47263 -0.559807 -0.612058 -0.629466 -0.612058 -0.559807 -0.47263 -0.350393 -0.192919 -1.49065e-15 0.228593 0.493086 0.793684 1.13054 1.50373 1.9132 2.35873 2.8399 3.356 3.90601 4.48854 5.10175 5.74336 6.41058 7.10012 7.8082 8.53063 9.26284 10 
10 9.23585 8.47722 7.72947 6.99761 6.28621 5.59931 4.94035 4.31214 3.71694 3.15647 2.63194 2.14417 1.69363 1.28051 0.904809 0.566349 0.264859 -1.34172e-09 -0.228593 -0.421284 -0.578418 -0.700297 -0.787168 -0.839215 -0.856551 -0.839215 -0.787168 -0.700297 -0.578418 -0.421284 -0.228593 -1.58072e-15 0.264859 0.566349 0.904809 1.28051 1.69363 2.14417 2.63194 3.15647 3.71694 4.31214 4.94035 5.59931 6.28621 6.99761 7.72947 8.47722 9.23585 10 
10 9.20334 8.41294 7.63484 6.87463 6.13735 5.42734 4.74818 4.10273 3.49316 2.92099 2.38722 1.89237 1.43662 1.01988 0.641832 0.302045 -1.38559e-09 -0.264859 -0.493086 -0.685207 -0.841699 -0.962971 -1.04935 -1.10108 -1.11831 -1.10108 -1.04935 -0.962971 -0.841699 -0.685207 -0.493086 -0.264859 -1.62826e-15 0.302045 0.641832 1.01988 1.43662 1.89237 2.38722 2.92099 3.49316 4.10273 4.74818 5.42734 6.13735 6.87463 7.63484 8.41294 9.20334 10 
10 9.16457 8.33637 7.52231 6.72873 5.96123 5.2245 4.52229 3.85745 3.23197 2.64712 2.10357 1.60147 1.14062 0.720548 0.340595 -1.06977e-09 -0.302045 -0.566349 -0.793684 -0.98476 -1.1402 -1.26054 -1.34619 -1.39745 -1.41452 -1.39745 -1.34619 -1.26054 -1.1402 -0.98476 -0.793684 -0.566349 -0.302045 -1.60033e-15 0.340595 0.720548 1.14062 1.60147 2.10357 2.64712 3.23197 3.85745 4.52229 5.2245 5.96123 6.72873 7.52231 8.33637 9.16457 10 
10 9.11859 8.24566 7.38928 6.55676 5.75435 4.98714 4.25904 3.5728 2.93014 2.33196 1.77846 1.26932 0.803843 0.381098 -7.77018e-10 -0.340595 -0.641832 -0.904809 -1.13054 -1.31995 -1.47381 -1.59279 -1.6774 -1.72802 -1.74487 -1.72802 -1.6774 -1.59279 -1.47381 -1.31995 -1.13054 -0.904809 -0.641832 -0.340595 -1.50797e-15 0.381098 0.803843 1.26932 1.77846 2.33196 2.93014 3.5728 4.25904 4.98714 5.75435 6.55676 7.38928 8.24566 9.11859 10 
10 9.06411 8.13839 7.23241 6.35466 5.51225 4.71069 3.95394 3.24455 2.58384 1.97212 1.40899 0.893499 0.424335 -3.6699e-10 -0.381098 -0.720548 -1.01988 -1.28051 -1.50373 -1.69067 -1.8423 -1.95941 -2.04261 -2.09236 -2.10891 -2.09236 -2.04261 -1.95941 -1.8423 -1.69067 -1.50373 -1.28051 -1.01988 -0.720548 -0.381098 -1.36144e-15 0.424335 0.893499 1.40899 1.97212 2.58384 3.24455 3.95394 4.71069 5.51225 6.35466 7.23241 8.13839 9.06411 10 
10 8.99948 8.01138 7.04729 6.11724 5.2293 4.38941 3.60149 2.86764 2.18853 1.5637 0.991894 0.471348 -3.7273e-10 -0.424335 -0.803843 -1.14062 -1.43662 -1.69363 -1.9132 -2.09671 -2.24531 -2.35993 -2.44128 -2.48989 -2.50606 -2.48989 -2.44128 -2.35993 -2.24531 -2.09671 -1.9132 -1.69363 -1.43662 -1.14062 -0.803843 -0.424335 -1.17754e-15 0.471348 0.991894 1.5637 2.18853 2.86764 3.60149 4.38941 5.2293 6.11724 7.04729 8.01138 8.99948 10 
10 8.92242 7.86038 6.82814 5.83771 4.8983 4.01617 3.19495 2.43599 1.73895 1.10225 0.523536 -3.70591e-10 -0.471348 -0.893499 -1.26932 -1.60147 -1.89237 -2.14417 -2.35873 -2.53767 -2.6823 -2.79371 -2.8727 -2.91986 -2.93555 -2.91986 -2.8727 -2.79371 -2.6823 -2.53767 -2.35873 -2.14417 -1.89237 -1.60147 -1.26932 -0.893499 -0.471348 -9.894e-16 0.523536 1.10225 1.73895 2.43599 3.19495 4.01617 4.8983 5.83771 6.82814 7.86038 8.92242 10 
10 8.82982 7.67956 6.56717 5.50717 4.51 3.58204 2.72614 1.94242 1.22902 0.582817 -6.57141e-10 -0.523536 -0.991894 -1.40899 -1.77846 -2.10357 -2.38722 -2.63194 -2.8399 -3.01293 -3.15253 -3.25989 -3.33594 -3.38132 -3.3964 -3.38132 -3.33594 -3.25989 -3.15253 -3.01293 -2.8399 -2.63194 -2.38722 -2.10357 -1.77846 -1.40899 -0.991894 -0.523536 -8.12928e-16 0.582817 1.22902 1.94242 2.72614 3.58204 4.51 5.50717 6.56717 7.67956 8.82982 10 
10 8.7173 7.46088 6.25381 5.11381 4.0525 3.07584 2.18516 1.37854 0.651889 -5.86676e-10 -0.582817 -1.10225 -1.5637 -1.97212 -2.33196 -2.64712 -2.92099 -3.15647 -3.356 -3.52162 -3.65498 -3.7574 -3.82986 -3.87307 -3.88742 -3.87307 -3.82986 -3.7574 -3.65498 -3.52162 -3.356 -3.15647 -2.92099 -2.64712 -2.33196 -1.97212 -1.5637 -1.10225 -0.582817 -6.82869e-16 0.651889 1.37854 2.18516 3.07584 4.0525 5.11381 6.25381 7.46088 8.7173 10 
10 8.57851 7.19285 5.87337 4.64174 3.51036 2.48364 1.56014 0.73467 -8.5593e-10 -0.651889 -1.22902 -1.73895 -2.18853 -2.58384 -2.93014 -3.23197 -3.49316 -3.71694 -3.90601 -4.06256 -4.18838 -4.28486 -4.35304 -4.39366 -4.40716 -4.39366 -4.35304 -4.28486 -4.18838 -4.06256 -3.90601 -3.71694 -3.49316 -3.23197 -2.93014 -2.58384 -2.18853 -1.73895 -1.22902 -0.651889 -6.27329e-16 0.73467 1.56014 2.48364 3.51036 4.64174 5.87337 7.19285 8.57851 10 
10 8.40391 6.85863 5.40508 4.06944 2.86356 1.78823 0.837092 -1.03523e-09 -0.73467 -1.37854 -1.94242 -2.43599 -2.86764 -3.24455 -3.5728 -3.85745 -4.10273 -4.31214 -4.48854 -4.63425 -4.75112 -4.8406 -4.90378 -4.94139 -4.95388 -4.94139 -4.90378 -4.8406 -4.75112 -4.63425 -4.48854 -4.31214 -4.10273 -3.85745 -3.5728 -3.24455 -2.86764 -2.43599 -1.94242 -1.37854 -0.73467 -6.65928e-16 0.837092 1.78823 2.86356 4.06944 5.40508 6.85863 8.40391 10 
10 8.17849 6.43267 4.81887 3.36738 2.08621 0.96861 -1.45327e-09 -0.837092 -1.56014 -2.18516 -2.72614 -3.19495 -3.60149 -3.95394 -4.25904 -4.52229 -4.74818 -4.94035 -5.10175 -5.23476 -5.34125 -5.42266 -5.48008 -5.51424 -5.52558 -5.51424 -5.48008 -5.42266 -5.34125 -5.23476 -5.10175 -4.94035 -4.74818 -4.52229 -4.25904 -3.95394 -3.60149 -3.19495 -2.72614 -2.18516 -1.56014 -0.837092 -9.50957e-16 0.96861 2.08621 3.36738 4.81887 6.43267 8.17849 10 
10 7.87738 5.8747 4.07035 2.495 1.1453 -1.41014e-09 -0.96861 -1.78823 -2.48364 -3.07584 -3.58204 -4.01617 -4.38941 -4.71069 -4.98714 -5.2245 -5.42734 -5.59931 -5.74336 -5.8618 -5.95646 -6.02872 -6.07964 -6.10991 -6.11995 -6.10991 -6.07964 -6.02872 -5.95646 -5.8618 -5.74336 -5.59931 -5.42734 -5.2245 -4.98714 -4.71069 -4.38941 -4.01617 -3.58204 -3.07584 -2.48364 -1.78823 -0.96861 -1.17048e-15 1.1453 2.495 4.07035 5.8747 7.87738 10 
10 7.45633 5.11841 3.09284 1.39696 -1.3485e-09 -1.1453 -2.08621 -2.86356 -3.51036 -4.0525 -4.51 -4.8983 -5.2293 -5.51225 -5.75435 -5.96123 -6.13735 -6.28621 -6.41058 -6.51263 -6.59405 -6.65613 -6.69984 -6.7258 -6.73442 -6.7258 -6.69984 -6.65613 -6.59405 -6.51263 -6.41058 -6.28621 -6.13735 -5.96123 -5.75435 -5.51225 -5.2293 -4.8983 -4.51 -4.0525 -3.51036 -2.86356 -2.08621 -1.1453 -1.11361e-15 1.39696 3.09284 5.11841 7.45633 10 
10 6.82952 4.04975 1.78565 -9.53613e-10 -1.39696 -2.495 -3.36738 -4.06944 -4.64174 -5.11381 -5.50717 -5.83771 -6.11724 -6.35466 -6.55676 -6.72873 -6.87463 -6.99761 -7.10012 -7.18408 -7.25098 -7.30193 -7.33777 -7.35905 -7.36611 -7.35905 -7.33777 -7.30193 -7.25098 -7.18408 -7.10012 -6.99761 -6.87463 -6.72873 -6.55676 -6.35466 -6.11724 -5.83771 -5.50717 -5.11381 -4.64174 -4.06944 -3.36738 -2.495 -1.39696 -5.01294e-16 1.78565 4.04975 6.82952 10 
10 5.81199 2.46543 -6.22621e-10 -1.78565 -3.09284 -4.07035 -4.81887 -5.40508 -5.87337 -6.25381 -6.56717 -6.82814 -7.04729 -7.23241 -7.38928 -7.52231 -7.63484 -7.72947 -7.8082 -7.8726 -7.92384 -7.96284 -7.99025 -8.00653 -8.01192 -8.00653 -7.99025 -7.96284 -7.92384 -7.8726 -7.8082 -7.72947 -7.63484 -7.52231 -7.38928 -7.23241 -7.04729 -6.82814 -6.56717 -6.25381 -5.87337 -5.40508 -4.81887 -4.07035 -3.09284 -1.78565 1.29861e-16 2.46543 5.81199 10 
10 3.953 -2.05866e-10 -2.46543 -4.04975 -5.11841 -5.8747 -6.43267 -6.85863 -7.19285 -7.46088 -7.67956 -7.86038 -8.01138 -8.13839 -8.24566 -8.33637 -8.41294 -8.47722 -8.53063 -8.57427 -8.60896 -8.63534 -8.65388 -8.66488 -8.66853 -8.66488 -8.65388 -8.63534 -8.60896 -8.57427 -8.53063 -8.47722 -8.41294 -8.33637 -8.24566 -8.13839 -8.01138 -7.86038 -7.67956 -7.46088 -7.19285 -6.85863 -6.43267 -5.8747 -5.11841 -4.04975 -2.46543 1.08217e-15 3.953 10 
10 -3.27503e-11 -3.953 -5.81199 -6.82952 -7.45633 -7.87738 -8.17849 -8.40391 -8.57851 -8.7173 -8.82982 -8.92242 -8.99948 -9.06411 -9.11859 -9.16457 -9.20334 -9.23585 -9.26284 -9.28487 -9.30238 -9.31569 -9.32504 -9.33059 -9.33242 -9.33059 -9.32504 -9.31569 -9.30238 -9.28487 -9.26284 -9.23585 -9.20334 -9.16457 -9.11859 -9.06411 -8.99948 -8.92242 -8.82982 -8.7173 -8.57851 -8.40391 -8.17849 -7.87738 -7.45633 -6.82952 -5.81199 -3.953 7.05577e-16 10 
