-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 
10 -8.97654e-17 -3.95305 -5.81222 -6.83009 -7.45748 -7.8794 -8.18172 -8.40875 -8.58544 -8.72682 -8.84252 -8.93894 -9.02053 -9.09046 -9.15106 -9.20408 -9.25086 -9.29243 -9.32962 -9.36308 -9.39335 -9.42086 -9.44596 -9.46897 -9.49012 -9.50963 -9.52769 -9.54445 -9.56004 -9.57457 -9.58816 -9.60088 -9.61282 -9.62404 -9.6346 -9.64457 -9.65398 -9.66287 -9.6713 -9.67928 -9.68686 -9.69406 -9.7009 -9.70742 -9.71362 -9.71954 -9.72518 -9.73057 -9.73572 -9.74064 -9.74534 -9.74984 -9.75415 -9.75827 -9.76222 -9.766 -9.76962 -9.7731 -9.77643 -9.77962 -9.78268 -9.78561 -9.78842 -9.79112 -9.7937 -9.79617 -9.79854 -9.80081 -9.80298 -9.80505 -9.80704 -9.80893 -9.81074 -9.81247 -9.81412 -9.81568 -9.81717 -9.81858 -9.81992 -9.82119 -9.82239 -9.82351 -9.82457 -9.82557 -9.82649 -9.82736 -9.82816 -9.82889 -9.82957 -9.83018 -9.83074 -9.83123 -9.83166 -9.83204 -9.83236 -9.83262 -9.83282 -9.83296 -9.83305 -9.83308 -9.83305 -9.83296 -9.83282 -9.83262 -9.83236 -9.83204 -9.83166 -9.83123 -9.83074 -9.83018 -9.82957 -9.82889 -9.82816 -9.82736 -9.82649 -9.82557 -9.82457 -9.82351 -9.82239 -9.82119 -9.81992 -9.81858 -9.81717 -9.81568 -9.81412 -9.81247 -9.81074 -9.80893 -9.80704 -9.80505 -9.80298 -9.80081 -9.79854 -9.79617 -9.7937 -9.79112 -9.78842 -9.78561 -9.78268 -9.77962 -9.77643 -9.7731 -9.76962 -9.766 -9.76222 -9.75827 -9.75415 -9.74984 -9.74534 -9.74064 -9.73572 -9.73057 -9.72518 -9.71954 -9.71362 -9.70742 -9.7009 -9.69406 -9.68686 -9.67928 -9.6713 -9.66287 -9.65398 -9.64457 -9.6346 -9.62404 -9.61282 -9.60088 -9.58816 -9.57457 -9.56004 -9.54445 -9.52769 -9.50963 -9.49012 -9.46897 -9.44596 -9.42086 -9.39335 -9.36308 -9.32962 -9.29243 -9.25086 -9.20408 -9.15106 -9.09046 -9.02053 -8.93894 -8.84252 -8.72682 -8.58544 -8.40875 -8.18172 -7.8794 -7.45748 -6.83009 -5.81222 -3.95305 1.04278e-12 10 
10 3.95305 -2.14376e-15 -2.46572 -4.05067 -5.12042 -5.87839 -6.43872 -6.86785 -7.20617 -7.47934 -7.70432 -7.89272 -8.05272 -8.19025 -8.3097 -8.41441 -8.50692 -8.58925 -8.66297 -8.72936 -8.78946 -8.84412 -8.89403 -8.93978 -8.98187 -9.02072 -9.05668 -9.09006 -9.12112 -9.1501 -9.17718 -9.20255 -9.22635 -9.24874 -9.26981 -9.28969 -9.30846 -9.32622 -9.34303 -9.35897 -9.3741 -9.38847 -9.40214 -9.41515 -9.42754 -9.43935 -9.45063 -9.46139 -9.47167 -9.48149 -9.49088 -9.49987 -9.50848 -9.51671 -9.5246 -9.53216 -9.5394 -9.54634 -9.55299 -9.55937 -9.56548 -9.57134 -9.57696 -9.58234 -9.5875 -9.59244 -9.59718 -9.60171 -9.60605 -9.6102 -9.61416 -9.61795 -9.62157 -9.62502 -9.62831 -9.63144 -9.63441 -9.63724 -9.63991 -9.64245 -9.64484 -9.64709 -9.64921 -9.6512 -9.65305 -9.65478 -9.65637 -9.65785 -9.6592 -9.66043 -9.66153 -9.66252 -9.66339 -9.66414 -9.66477 -9.66529 -9.66569 -9.66598 -9.66615 -9.66621 -9.66615 -9.66598 -9.66569 -9.66529 -9.66477 -9.66414 -9.66339 -9.66252 -9.66153 -9.66043 -9.6592 -9.65785 -9.65637 -9.65478 -9.65305 -9.6512 -9.64921 -9.64709 -9.64484 -9.64245 -9.63991 -9.63724 -9.63441 -9.63144 -9.62831 -9.62502 -9.62157 -9.61795 -9.61416 -9.6102 -9.60605 -9.60171 -9.59718 -9.59244 -9.5875 -9.58234 -9.57696 -9.57134 -9.56548 -9.55937 -9.55299 -9.54634 -9.5394 -9.53216 -9.5246 -9.51671 -9.50848 -9.49987 -9.49088 -9.48149 -9.47167 -9.46139 -9.45063 -9.43935 -9.42754 -9.41515 -9.40214 -9.38847 -9.3741 -9.35897 -9.34303 -9.32622 -9.30846 -9.28969 -9.26981 -9.24874 -9.22635 -9.20255 -9.17718 -9.1501 -9.12112 -9.09006 -9.05668 -9.02072 -8.98187 -8.93978 -8.89403 -8.84412 -8.78946 -8.72936 -8.66297 -8.58925 -8.50692 -8.41441 -8.3097 -8.19025 -8.05272 -7.89272 -7.70432 -7.47934 -7.20617 -6.86785 -6.43872 -5.87839 -5.12042 -4.05067 -2.46572 1.24421e-11 3.95305 10 
10 5.81222 2.46572 -4.10006e-15 -1.78645 -3.09515 -4.07502 -4.82694 -5.41776 -5.89205 -6.28004 -6.60271 -6.87489 -7.10737 -7.30811 -7.48309 -7.63692 -7.77317 -7.89466 -8.00364 -8.10193 -8.19102 -8.27212 -8.34625 -8.41426 -8.47687 -8.5347 -8.58826 -8.63799 -8.6843 -8.72751 -8.76791 -8.80577 -8.84131 -8.87474 -8.90622 -8.93591 -8.96397 -8.9905 -9.01564 -9.03947 -9.06209 -9.08359 -9.10403 -9.12349 -9.14203 -9.15971 -9.17658 -9.19268 -9.20807 -9.22277 -9.23684 -9.25029 -9.26317 -9.2755 -9.28731 -9.29863 -9.30947 -9.31987 -9.32983 -9.33938 -9.34854 -9.35732 -9.36573 -9.3738 -9.38152 -9.38893 -9.39602 -9.40281 -9.40931 -9.41553 -9.42147 -9.42715 -9.43257 -9.43774 -9.44266 -9.44735 -9.45181 -9.45604 -9.46005 -9.46385 -9.46743 -9.47081 -9.47398 -9.47696 -9.47974 -9.48232 -9.48472 -9.48693 -9.48895 -9.49079 -9.49245 -9.49393 -9.49523 -9.49636 -9.49731 -9.49808 -9.49869 -9.49912 -9.49937 -9.49946 -9.49937 -9.49912 -9.49869 -9.49808 -9.49731 -9.49636 -9.49523 -9.49393 -9.49245 -9.49079 -9.48895 -9.48693 -9.48472 -9.48232 -9.47974 -9.47696 -9.47398 -9.47081 -9.46743 -9.46385 -9.46005 -9.45604 -9.45181 -9.44735 -9.44266 -9.43774 -9.43257 -9.42715 -9.42147 -9.41553 -9.40931 -9.40281 -9.39602 -9.38893 -9.38152 -9.3738 -9.36573 -9.35732 -9.34854 -9.33938 -9.32983 -9.31987 -9.30947 -9.29863 -9.28731 -9.2755 -9.26317 -9.25029 -9.23684 -9.22277 -9.20807 -9.19268 -9.17658 -9.15971 -9.14203 -9.12349 -9.10403 -9.08359 -9.06209 -9.03947 -9.01564 -8.9905 -8.96397 -8.93591 -8.90622 -8.87474 -8.84131 -8.80577 -8.76791 -8.72751 -8.6843 -8.63799 -8.58826 -8.5347 -8.47687 -8.41426 -8.34625 -8.27212 -8.19102 -8.10193 -8.00364 -7.89466 -7.77317 -7.63692 -7.48309 -7.30811 -7.10737 -6.87489 -6.60271 -6.28004 -5.89205 -5.41776 -4.82694 -4.07502 -3.09515 -1.78645 -9.68629e-12 2.46572 5.81222 10 
10 6.83009 4.05067 1.78645 -5.1542e-15 -1.39869 -2.49961 -3.37625 -4.08419 -4.66422 -5.14608 -5.55156 -5.89678 -6.19377 -6.45172 -6.67764 -6.87702 -7.05419 -7.21259 -7.35501 -7.48371 -7.60056 -7.70708 -7.80458 -7.89414 -7.97666 -8.05295 -8.12365 -8.18936 -8.25057 -8.30772 -8.36119 -8.41132 -8.45839 -8.50268 -8.54441 -8.58378 -8.62099 -8.6562 -8.68955 -8.72118 -8.75121 -8.77975 -8.8069 -8.83276 -8.85739 -8.88088 -8.90329 -8.9247 -8.94515 -8.9647 -8.98339 -9.00129 -9.01841 -9.03481 -9.05052 -9.06558 -9.08 -9.09383 -9.10708 -9.11979 -9.13197 -9.14365 -9.15485 -9.16558 -9.17587 -9.18572 -9.19516 -9.2042 -9.21285 -9.22113 -9.22904 -9.2366 -9.24381 -9.25069 -9.25725 -9.2635 -9.26943 -9.27506 -9.28041 -9.28546 -9.29023 -9.29473 -9.29896 -9.30292 -9.30662 -9.31006 -9.31325 -9.31619 -9.31888 -9.32133 -9.32354 -9.32551 -9.32725 -9.32875 -9.33001 -9.33105 -9.33185 -9.33242 -9.33277 -9.33288 -9.33277 -9.33242 -9.33185 -9.33105 -9.33001 -9.32875 -9.32725 -9.32551 -9.32354 -9.32133 -9.31888 -9.31619 -9.31325 -9.31006 -9.30662 -9.30292 -9.29896 -9.29473 -9.29023 -9.28546 -9.28041 -9.27506 -9.26943 -9.2635 -9.25725 -9.25069 -9.24381 -9.2366 -9.22904 -9.22113 -9.21285 -9.2042 -9.19516 -9.18572 -9.17587 -9.16558 -9.15485 -9.14365 -9.13197 -9.11979 -9.10708 -9.09383 -9.08 -9.06558 -9.05052 -9.03481 -9.01841 -9.00129 -8.98339 -8.9647 -8.94515 -8.9247 -8.90329 -8.88088 -8.85739 -8.83276 -8.8069 -8.77975 -8.75121 -8.72118 -8.68955 -8.6562 -8.62099 -8.58378 -8.54441 -8.50268 -8.45839 -8.41132 -8.36119 -8.30772 -8.25057 -8.18936 -8.12365 -8.05295 -7.97666 -7.89414 -7.80458 -7.70708 -7.60056 -7.48371 -7.35501 -7.21259 -7.05419 -6.87702 -6.67764 -6.45172 -6.19377 -5.89678 -5.55156 -5.14608 -4.66422 -4.08419 -3.37625 -2.49961 -1.39869 -3.62091e-12 1.78645 4.05067 6.83009 10 
10 7.45748 5.12042 3.09515 1.39869 -5.09735e-15 -1.14847 -2.09428 -2.87854 -3.53455 -4.0885 -4.5607 -4.96687 -5.31924 -5.62735 -5.89872 -6.13933 -6.35396 -6.5465 -6.7201 -6.87735 -7.02041 -7.15108 -7.27087 -7.38104 -7.4827 -7.57677 -7.66404 -7.74522 -7.82091 -7.89162 -7.95782 -8.01992 -8.07826 -8.13318 -8.18495 -8.23382 -8.28002 -8.32374 -8.36518 -8.40449 -8.44182 -8.47731 -8.51108 -8.54324 -8.57389 -8.60312 -8.63102 -8.65767 -8.68313 -8.70747 -8.73076 -8.75305 -8.77438 -8.79482 -8.81439 -8.83315 -8.85113 -8.86836 -8.88488 -8.90072 -8.91591 -8.93047 -8.94444 -8.95782 -8.97065 -8.98294 -8.99471 -9.00598 -9.01677 -9.02709 -9.03696 -9.04639 -9.05539 -9.06398 -9.07216 -9.07995 -9.08735 -9.09438 -9.10105 -9.10735 -9.11331 -9.11892 -9.12419 -9.12914 -9.13375 -9.13805 -9.14203 -9.1457 -9.14906 -9.15212 -9.15488 -9.15734 -9.1595 -9.16137 -9.16295 -9.16424 -9.16524 -9.16596 -9.16639 -9.16653 -9.16639 -9.16596 -9.16524 -9.16424 -9.16295 -9.16137 -9.1595 -9.15734 -9.15488 -9.15212 -9.14906 -9.1457 -9.14203 -9.13805 -9.13375 -9.12914 -9.12419 -9.11892 -9.11331 -9.10735 -9.10105 -9.09438 -9.08735 -9.07995 -9.07216 -9.06398 -9.05539 -9.04639 -9.03696 -9.02709 -9.01677 -9.00598 -8.99471 -8.98294 -8.97065 -8.95782 -8.94444 -8.93047 -8.91591 -8.90072 -8.88488 -8.86836 -8.85113 -8.83315 -8.81439 -8.79482 -8.77438 -8.75305 -8.73076 -8.70747 -8.68313 -8.65767 -8.63102 -8.60312 -8.57389 -8.54324 -8.51108 -8.47731 -8.44182 -8.40449 -8.36518 -8.32374 -8.28002 -8.23382 -8.18495 -8.13318 -8.07826 -8.01992 -7.95782 -7.89162 -7.82091 -7.74522 -7.66404 -7.57677 -7.4827 -7.38104 -7.27087 -7.15108 -7.02041 -6.87735 -6.7201 -6.5465 -6.35396 -6.13933 -5.89872 -5.62735 -5.31924 -4.96687 -4.5607 -4.0885 -3.53455 -2.87854 -2.09428 -1.14847 -4.92294e-11 1.39869 3.09515 5.12042 7.45748 10 
10 7.8794 5.87839 4.07502 2.49961 1.14847 -4.6796e-15 -0.97385 -1.80112 -2.50695 -3.11267 -3.63585 -4.09077 -4.48896 -4.83971 -5.15056 -5.42761 -5.67584 -5.89935 -6.10153 -6.28518 -6.45266 -6.60596 -6.74676 -6.87647 -6.99633 -7.10738 -7.21053 -7.30658 -7.39621 -7.48002 -7.55855 -7.63226 -7.70157 -7.76683 -7.82839 -7.88653 -7.94151 -7.99358 -8.04293 -8.08977 -8.13427 -8.17659 -8.21687 -8.25523 -8.2918 -8.32669 -8.36 -8.39182 -8.42223 -8.45131 -8.47913 -8.50576 -8.53125 -8.55568 -8.57908 -8.6015 -8.623 -8.6436 -8.66336 -8.68231 -8.70048 -8.7179 -8.7346 -8.75061 -8.76596 -8.78066 -8.79475 -8.80824 -8.82116 -8.83351 -8.84532 -8.85661 -8.86738 -8.87766 -8.88746 -8.89678 -8.90565 -8.91406 -8.92204 -8.9296 -8.93673 -8.94345 -8.94976 -8.95568 -8.96121 -8.96636 -8.97112 -8.97552 -8.97954 -8.98321 -8.98651 -8.98945 -8.99204 -8.99429 -8.99618 -8.99772 -8.99892 -8.99978 -9.00029 -9.00046 -9.00029 -8.99978 -8.99892 -8.99772 -8.99618 -8.99429 -8.99204 -8.98945 -8.98651 -8.98321 -8.97954 -8.97552 -8.97112 -8.96636 -8.96121 -8.95568 -8.94976 -8.94345 -8.93673 -8.9296 -8.92204 -8.91406 -8.90565 -8.89678 -8.88746 -8.87766 -8.86738 -8.85661 -8.84532 -8.83351 -8.82116 -8.80824 -8.79475 -8.78066 -8.76596 -8.75061 -8.7346 -8.7179 -8.70048 -8.68231 -8.66336 -8.6436 -8.623 -8.6015 -8.57908 -8.55568 -8.53125 -8.50576 -8.47913 -8.45131 -8.42223 -8.39182 -8.36 -8.32669 -8.2918 -8.25523 -8.21687 -8.17659 -8.13427 -8.08977 -8.04293 -7.99358 -7.94151 -7.88653 -7.82839 -7.76683 -7.70157 -7.63226 -7.55855 -7.48002 -7.39621 -7.30658 -7.21053 -7.10738 -6.99633 -6.87647 -6.74676 -6.60596 -6.45266 -6.28518 -6.10153 -5.89935 -5.67584 -5.42761 -5.15056 -4.83971 -4.48896 -4.09077 -3.63585 -3.11267 -2.50695 -1.80112 -0.97385 -5.68505e-11 1.14847 2.49961 4.07502 5.87839 7.8794 10 
10 8.18172 6.43872 4.82694 3.37625 2.09428 0.97385 -3.81592e-15 -0.845147 -1.57947 -2.21938 -2.77926 -3.2714 -3.70611 -4.09199 -4.43621 -4.7447 -5.02244 -5.27354 -5.50148 -5.70917 -5.8991 -6.07335 -6.23373 -6.38175 -6.51876 -6.64588 -6.76413 -6.87436 -6.97733 -7.07372 -7.1641 -7.24901 -7.3289 -7.40419 -7.47525 -7.54239 -7.60593 -7.66612 -7.7232 -7.7774 -7.82891 -7.87791 -7.92456 -7.96901 -8.0114 -8.05185 -8.09047 -8.12738 -8.16265 -8.1964 -8.22869 -8.2596 -8.2892 -8.31756 -8.34473 -8.37078 -8.39575 -8.4197 -8.44266 -8.46467 -8.48579 -8.50604 -8.52545 -8.54407 -8.56191 -8.57901 -8.59539 -8.61108 -8.6261 -8.64047 -8.65421 -8.66734 -8.67987 -8.69183 -8.70323 -8.71408 -8.72439 -8.73419 -8.74347 -8.75226 -8.76056 -8.76838 -8.77573 -8.78262 -8.78905 -8.79504 -8.80059 -8.8057 -8.81039 -8.81465 -8.8185 -8.82192 -8.82494 -8.82755 -8.82975 -8.83155 -8.83295 -8.83395 -8.83454 -8.83474 -8.83454 -8.83395 -8.83295 -8.83155 -8.82975 -8.82755 -8.82494 -8.82192 -8.8185 -8.81465 -8.81039 -8.8057 -8.80059 -8.79504 -8.78905 -8.78262 -8.77573 -8.76838 -8.76056 -8.75226 -8.74347 -8.73419 -8.72439 -8.71408 -8.70323 -8.69183 -8.67987 -8.66734 -8.65421 -8.64047 -8.6261 -8.61108 -8.59539 -8.57901 -8.56191 -8.54407 -8.52545 -8.50604 -8.48579 -8.46467 -8.44266 -8.4197 -8.39575 -8.37078 -8.34473 -8.31756 -8.2892 -8.2596 -8.22869 -8.1964 -8.16265 -8.12738 -8.09047 -8.05185 -8.0114 -7.96901 -7.92456 -7.87791 -7.82891 -7.7774 -7.7232 -7.66612 -7.60593 -7.54239 -7.47525 -7.40419 -7.3289 -7.24901 -7.1641 -7.07372 -6.97733 -6.87436 -6.76413 -6.64588 -6.51876 -6.38175 -6.23373 -6.07335 -5.8991 -5.70917 -5.50148 -5.27354 -5.02244 -4.7447 -4.43621 -4.09199 -3.70611 -3.2714 -2.77926 -2.21938 -1.57947 -0.845147 -7.43338e-11 0.97385 2.09428 3.37625 4.82694 6.43872 8.18172 10 
10 8.40875 6.86785 5.41776 4.08419 2.87854 1.80112 0.845147 -3.06474e-15 -0.746395 -1.40611 -1.99043 -2.50946 -2.97208 -3.38594 -3.75757 -4.09257 -4.39566 -4.67088 -4.92167 -5.15094 -5.36121 -5.55463 -5.73304 -5.89806 -6.05106 -6.19327 -6.32574 -6.44939 -6.56504 -6.67341 -6.77513 -6.87078 -6.96085 -7.04579 -7.12601 -7.20187 -7.27369 -7.34176 -7.40636 -7.46772 -7.52606 -7.58158 -7.63446 -7.68486 -7.73294 -7.77883 -7.82267 -7.86456 -7.90462 -7.94294 -7.97962 -8.01475 -8.04839 -8.08063 -8.11152 -8.14114 -8.16954 -8.19677 -8.22289 -8.24794 -8.27197 -8.29501 -8.31711 -8.3383 -8.35861 -8.37808 -8.39673 -8.41459 -8.4317 -8.44806 -8.46371 -8.47866 -8.49294 -8.50656 -8.51954 -8.5319 -8.54366 -8.55482 -8.5654 -8.57541 -8.58487 -8.59378 -8.60215 -8.61 -8.61734 -8.62416 -8.63049 -8.63632 -8.64166 -8.64652 -8.6509 -8.65481 -8.65825 -8.66122 -8.66373 -8.66578 -8.66737 -8.66851 -8.66919 -8.66942 -8.66919 -8.66851 -8.66737 -8.66578 -8.66373 -8.66122 -8.65825 -8.65481 -8.6509 -8.64652 -8.64166 -8.63632 -8.63049 -8.62416 -8.61734 -8.61 -8.60215 -8.59378 -8.58487 -8.57541 -8.5654 -8.55482 -8.54366 -8.5319 -8.51954 -8.50656 -8.49294 -8.47866 -8.46371 -8.44806 -8.4317 -8.41459 -8.39673 -8.37808 -8.35861 -8.3383 -8.31711 -8.29501 -8.27197 -8.24794 -8.22289 -8.19677 -8.16954 -8.14114 -8.11152 -8.08063 -8.04839 -8.01475 -7.97962 -7.94294 -7.90462 -7.86456 -7.82267 -7.77883 -7.73294 -7.68486 -7.63446 -7.58158 -7.52606 -7.46772 -7.40636 -7.34176 -7.27369 -7.20187 -7.12601 -7.04579 -6.96085 -6.87078 -6.77513 -6.67341 -6.56504 -6.44939 -6.32574 -6.19327 -6.05106 -5.89806 -5.73304 -5.55463 -5.36121 -5.15094 -4.92167 -4.67088 -4.39566 -4.09257 -3.75757 -3.38594 -2.97208 -2.50946 -1.99043 -1.40611 -0.746395 -5.89909e-11 0.845147 1.80112 2.87854 4.08419 5.41776 6.86785 8.40875 10 
10 8.58544 7.20617 5.89205 4.66422 3.53455 2.50695 1.57947 0.746395 -2.77567e-15 -0.668245 -1.26687 -1.80394 -2.28682 -2.7221 -3.11558 -3.47233 -3.79676 -4.09267 -4.36337 -4.61171 -4.84017 -5.0509 -5.24575 -5.42637 -5.59417 -5.7504 -5.89616 -6.03242 -6.16003 -6.27974 -6.39224 -6.49812 -6.59791 -6.69211 -6.78114 -6.86538 -6.94519 -7.02089 -7.09276 -7.16106 -7.22603 -7.28789 -7.34683 -7.40303 -7.45666 -7.50787 -7.5568 -7.60358 -7.64832 -7.69113 -7.73212 -7.77138 -7.80899 -7.84503 -7.87959 -7.91272 -7.94449 -7.97496 -8.00419 -8.03223 -8.05913 -8.08493 -8.10967 -8.1334 -8.15615 -8.17796 -8.19885 -8.21887 -8.23803 -8.25637 -8.2739 -8.29066 -8.30666 -8.32193 -8.33648 -8.35034 -8.36352 -8.37603 -8.38789 -8.39912 -8.40972 -8.41971 -8.42911 -8.43791 -8.44614 -8.45379 -8.46088 -8.46742 -8.47341 -8.47886 -8.48378 -8.48816 -8.49202 -8.49535 -8.49817 -8.50047 -8.50225 -8.50353 -8.50429 -8.50455 -8.50429 -8.50353 -8.50225 -8.50047 -8.49817 -8.49535 -8.49202 -8.48816 -8.48378 -8.47886 -8.47341 -8.46742 -8.46088 -8.45379 -8.44614 -8.43791 -8.42911 -8.41971 -8.40972 -8.39912 -8.38789 -8.37603 -8.36352 -8.35034 -8.33648 -8.32193 -8.30666 -8.29066 -8.2739 -8.25637 -8.23803 -8.21887 -8.19885 -8.17796 -8.15615 -8.1334 -8.10967 -8.08493 -8.05913 -8.03223 -8.00419 -7.97496 -7.94449 -7.91272 -7.87959 -7.84503 -7.80899 -7.77138 -7.73212 -7.69113 -7.64832 -7.60358 -7.5568 -7.50787 -7.45666 -7.40303 -7.34683 -7.28789 -7.22603 -7.16106 -7.09276 -7.02089 -6.94519 -6.86538 -6.78114 -6.69211 -6.59791 -6.49812 -6.39224 -6.27974 -6.16003 -6.03242 -5.89616 -5.7504 -5.59417 -5.42637 -5.24575 -5.0509 -4.84017 -4.61171 -4.36337 -4.09267 -3.79676 -3.47233 -3.11558 -2.7221 -2.28682 -1.80394 -1.26687 -0.668245 -4.87514e-11 0.746395 1.57947 2.50695 3.53455 4.66422 5.89205 7.20617 8.58544 10 
